0.000000e+000 0.000000e+000 -1.094345e-003
-1.094345e-003 0.000000e+000 -7.712590e-003
-7.712590e-003 0.000000e+000 -1.460197e-002
-1.460197e-002 0.000000e+000 -1.680229e-002
-1.680229e-002 0.000000e+000 -1.714060e-002
-1.714060e-002 0.000000e+000 -4.792137e-003
-4.792137e-003 0.000000e+000 3.237546e-003
3.237546e-003 0.000000e+000 3.463117e-003
3.463117e-003 0.000000e+000 9.949254e-003
9.949254e-003 0.000000e+000 9.478995e-003
9.478995e-003 0.000000e+000 2.288133e-002
2.288133e-002 0.000000e+000 2.192844e-002
2.192844e-002 0.000000e+000 -1.016453e-003
-1.016453e-003 0.000000e+000 4.345508e-003
4.345508e-003 0.000000e+000 1.534284e-002
1.534284e-002 0.000000e+000 5.094796e-003
5.094796e-003 0.000000e+000 1.072716e-002
1.072716e-002 0.000000e+000 2.173216e-002
2.173216e-002 -1.094345e-003 1.374187e-002
1.374187e-002 -7.712590e-003 1.841618e-002
1.841618e-002 -1.460197e-002 1.984030e-002
1.984030e-002 -1.680229e-002 1.476334e-002
1.476334e-002 -1.714060e-002 3.295453e-002
3.295453e-002 -4.792137e-003 3.854322e-002
3.854322e-002 3.237546e-003 3.602747e-002
3.602747e-002 3.463117e-003 2.130824e-002
2.130824e-002 9.949254e-003 8.371051e-003
8.371051e-003 9.478995e-003 1.577075e-002
1.577075e-002 2.288133e-002 9.816664e-003
9.816664e-003 2.192844e-002 7.759805e-003
7.759805e-003 -1.016453e-003 2.994118e-003
2.994118e-003 4.345508e-003 1.451080e-002
1.451080e-002 1.534284e-002 8.226436e-003
8.226436e-003 5.094796e-003 1.765463e-002
1.765463e-002 1.072716e-002 -3.653684e-003
-3.653684e-003 2.173216e-002 1.411193e-003
1.411193e-003 1.374187e-002 2.496838e-002
2.496838e-002 1.841618e-002 3.659372e-002
3.659372e-002 1.984030e-002 4.011779e-002
4.011779e-002 1.476334e-002 4.071237e-002
4.071237e-002 3.295453e-002 4.494115e-002
4.494115e-002 3.854322e-002 5.863283e-002
5.863283e-002 3.602747e-002 6.064867e-002
6.064867e-002 2.130824e-002 7.052367e-002
7.052367e-002 8.371051e-003 5.617677e-002
5.617677e-002 1.577075e-002 4.038728e-002
4.038728e-002 9.816664e-003 1.866592e-002
1.866592e-002 7.759805e-003 2.941632e-002
2.941632e-002 2.994118e-003 2.645737e-002
2.645737e-002 1.451080e-002 3.183434e-002
3.183434e-002 8.226436e-003 2.498725e-002
2.498725e-002 1.765463e-002 3.495536e-002
3.495536e-002 -3.653684e-003 1.984656e-002
1.984656e-002 1.411193e-003 2.994716e-002
2.994716e-002 2.496838e-002 3.279964e-002
3.279964e-002 3.659372e-002 4.227117e-002
4.227117e-002 4.011779e-002 4.883557e-002
4.883557e-002 4.071237e-002 5.539898e-002
5.539898e-002 4.494115e-002 4.963610e-002
4.963610e-002 5.863283e-002 5.185489e-002
5.185489e-002 6.064867e-002 4.295681e-002
4.295681e-002 7.052367e-002 3.622370e-002
3.622370e-002 5.617677e-002 2.411722e-002
2.411722e-002 4.038728e-002 2.611997e-002
2.611997e-002 1.866592e-002 1.995011e-002
1.995011e-002 2.941632e-002 2.406870e-002
2.406870e-002 2.645737e-002 1.979720e-002
1.979720e-002 3.183434e-002 3.261684e-002
3.261684e-002 2.498725e-002 4.040768e-002
4.040768e-002 3.495536e-002 4.981422e-002
4.981422e-002 1.984656e-002 5.558064e-002
5.558064e-002 2.994716e-002 6.696717e-002
6.696717e-002 3.279964e-002 5.305145e-002
5.305145e-002 4.227117e-002 4.377193e-002
4.377193e-002 4.883557e-002 5.481431e-002
5.481431e-002 5.539898e-002 6.291265e-002
6.291265e-002 4.963610e-002 8.162562e-002
8.162562e-002 5.185489e-002 8.914152e-002
8.914152e-002 4.295681e-002 9.249977e-002
9.249977e-002 3.622370e-002 9.410517e-002
9.410517e-002 2.411722e-002 7.768085e-002
7.768085e-002 2.611997e-002 6.696243e-002
6.696243e-002 1.995011e-002 7.261159e-002
7.261159e-002 2.406870e-002 7.293740e-002
7.293740e-002 1.979720e-002 7.144949e-002
7.144949e-002 3.261684e-002 6.540469e-002
6.540469e-002 4.040768e-002 8.251644e-002
8.251644e-002 4.981422e-002 8.958121e-002
8.958121e-002 5.558064e-002 7.344003e-002
7.344003e-002 6.696717e-002 7.231200e-002
7.231200e-002 5.305145e-002 8.027224e-002
8.027224e-002 4.377193e-002 8.582179e-002
8.582179e-002 5.481431e-002 8.803117e-002
8.803117e-002 6.291265e-002 9.955000e-002
9.955000e-002 8.162562e-002 9.514972e-002
9.514972e-002 8.914152e-002 1.139303e-001
1.139303e-001 9.249977e-002 1.126272e-001
1.126272e-001 9.410517e-002 1.070028e-001
1.070028e-001 7.768085e-002 1.095414e-001
1.095414e-001 6.696243e-002 9.890476e-002
9.890476e-002 7.261159e-002 9.857697e-002
9.857697e-002 7.293740e-002 1.130007e-001
1.130007e-001 7.144949e-002 1.111650e-001
1.111650e-001 6.540469e-002 1.342450e-001
1.342450e-001 8.251644e-002 1.510146e-001
1.510146e-001 8.958121e-002 1.493871e-001
1.493871e-001 7.344003e-002 1.561858e-001
1.561858e-001 7.231200e-002 1.621583e-001
1.621583e-001 8.027224e-002 1.497653e-001
1.497653e-001 8.582179e-002 1.599157e-001
1.599157e-001 8.803117e-002 1.598287e-001
1.598287e-001 9.955000e-002 1.498476e-001
1.498476e-001 9.514972e-002 1.515319e-001
1.515319e-001 1.139303e-001 1.384170e-001
1.384170e-001 1.126272e-001 1.490883e-001
1.490883e-001 1.070028e-001 1.453102e-001
1.453102e-001 1.095414e-001 1.487634e-001
1.487634e-001 9.890476e-002 1.591130e-001
1.591130e-001 9.857697e-002 1.790926e-001
1.790926e-001 1.130007e-001 1.771038e-001
1.771038e-001 1.111650e-001 1.910765e-001
1.910765e-001 1.342450e-001 2.049033e-001
2.049033e-001 1.510146e-001 2.081602e-001
2.081602e-001 1.493871e-001 2.274984e-001
2.274984e-001 1.561858e-001 2.405677e-001
2.405677e-001 1.621583e-001 2.506495e-001
2.506495e-001 1.497653e-001 2.658705e-001
2.658705e-001 1.599157e-001 2.914941e-001
2.914941e-001 1.598287e-001 3.047895e-001
3.047895e-001 1.498476e-001 3.010477e-001
3.010477e-001 1.515319e-001 3.072897e-001
3.072897e-001 1.384170e-001 3.043340e-001
3.043340e-001 1.490883e-001 2.917687e-001
2.917687e-001 1.453102e-001 2.875523e-001
2.875523e-001 1.487634e-001 2.865339e-001
2.865339e-001 1.591130e-001 2.849494e-001
2.849494e-001 1.790926e-001 2.837466e-001
2.837466e-001 1.771038e-001 2.845817e-001
2.845817e-001 1.910765e-001 2.904605e-001
2.904605e-001 2.049033e-001 3.113939e-001
3.113939e-001 2.081602e-001 3.224580e-001
3.224580e-001 2.274984e-001 3.540460e-001
3.540460e-001 2.405677e-001 3.672573e-001
3.672573e-001 2.506495e-001 3.765611e-001
3.765611e-001 2.658705e-001 4.032665e-001
4.032665e-001 2.914941e-001 4.186222e-001
4.186222e-001 3.047895e-001 4.359205e-001
4.359205e-001 3.010477e-001 4.583101e-001
4.583101e-001 3.072897e-001 4.814780e-001
4.814780e-001 3.043340e-001 4.834579e-001
4.834579e-001 2.917687e-001 4.929792e-001
4.929792e-001 2.875523e-001 5.025913e-001
5.025913e-001 2.865339e-001 5.041630e-001
5.041630e-001 2.849494e-001 5.034519e-001
5.034519e-001 2.837466e-001 5.189275e-001
5.189275e-001 2.845817e-001 5.267404e-001
5.267404e-001 2.904605e-001 5.354282e-001
5.354282e-001 3.113939e-001 5.331256e-001
5.331256e-001 3.224580e-001 5.449783e-001
5.449783e-001 3.540460e-001 5.730022e-001
5.730022e-001 3.672573e-001 5.955022e-001
5.955022e-001 3.765611e-001 6.193342e-001
6.193342e-001 4.032665e-001 6.386679e-001
6.386679e-001 4.186222e-001 6.608736e-001
